DateTime,DeltaT,BlockStatus,MessageType,Bus,Rx_cmd,Tx_cmd,Tx_status,Rx_status,word_count,datawords,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,word21,word22,word23,word24,word25,word26,word27,word28,word29,word30,word31
00:07:13,40.839,2,8010,RT->AB,B,0BC0 06-T-48-13,0BC0 06-T-48-13-->,500,0,32,0xE609,0x754E,0xB0D7,0x20BC,0x57E7,0x0F19,0x3006,0xC83F,0x6AEB,0x0EE0,0x377A,0xFF9B,0xB1E1,0xA806,0xCBB2,0x7FE2,0xC54D,0x1825,0x1798,0x252A,0x9531,0x5933,0xB615,0x3C30,0x11B2,0x84C6,0xCB58,0xF6B2,0xAA58,0xAF2B,0x8FD1,0x5B29
00:07:53,21.192,2,8000,RT->BC,D,7BC0 10-T-68-71,7BC0 10-T-68-71-->,200,0,32,0x7EC9,0xBAE1,0xA521,0x4001,0x31C8,0xE10B,0x04BE,0x7CAC,0xCC84,0x2BC5,0xFAAD,0xACAB,0xAAF1,0x2AF4,0x6589,0x4B55,0x7248,0x3729,0x6E9A,0xB4A1,0xAA0B,0xB435,0x74F3,0x310A,0xB02B,0xF49C,0xE599,0xB627,0x53C8,0x07C6,0x3882,0x3DC3
00:08:14,10.455,2,8001,RT->BA,D,4BC0 02-T-36-14,4BC0 02-T-36-14-->,0,0,32,0x00BC,0x2969,0x9ABB,0x9A21,0x1D28,0xBB9E,0x5B8A,0x65B6,0xC0AB,0x8224,0xB1B5,0xF660,0x6F55,0x95BB,0x99F5,0xAC2E,0x593E,0x538F,0xF1CB,0x8E73,0x8655,0x60BC,0x3A9E,0xDC52,0x7788,0x4DD1,0x3723,0xEE19,0xD9E2,0x35EF,0xE8B5,0xB1B5
00:08:24,38.443,1,8010,RT->BA,B,BBC0 02-T-14-45,BBC0 02-T-14-45-->,0,0,32,0x13D1,0x306F,0xF0B3,0x499D,0x61A8,0x28EC,0xA38A,0xF552,0xA870,0x9F41,0xDBCD,0xDC30,0x735A,0x8235,0x5383,0xDBFF,0xBD9F,0x895A,0x4969,0x7F9C,0xB0EE,0x857D,0x5409,0xD909,0x3CAD,0x3D6B,0xC9D5,0xEA4E,0xA2D9,0xA442,0x2773,0x2AED
00:09:02,34.678,2,8001,RT->BA,D,CBC0 04-T-51-23,CBC0 04-T-51-23-->,400,0,32,0x96BC,0xE5A6,0xA553,0x366F,0xED9A,0x3F8B,0xAA02,0x0F08,0x5E86,0xDF45,0x2D2E,0x4741,0x1717,0xE6D4,0xF845,0x849E,0xCED1,0xE86B,0x43DD,0x6149,0xC788,0x153B,0xD7F1,0xC8C8,0x269B,0xBC89,0x5B42,0x1AC4,0x146E,0xD98D,0xE2FE,0xFA74
00:09:36,19.501,2,8010,RT->BA,D,2BC0 04-T-14-48,2BC0 04-T-14-48-->,500,0,32,0x781B,0x1C05,0x6F37,0xB102,0xC69B,0x282E,0x8E1D,0xD7D1,0xC47E,0x31EC,0xDEFF,0x5EA7,0x5719,0x4A42,0x8127,0xBAE1,0x9966,0xBE2A,0x4FCE,0x1F54,0x624A,0x0B9F,0x15C3,0x6CCD,0x5CBA,0xDFAB,0x444B,0xB71D,0x2BF3,0xB132,0x629E,0xD7D8
00:09:55,51.47,2,8000,BC->RT,A,0BC0 08-T-29-49,0BC0 08-T-29-49-->,600,0,32,0xC95A,0x2AE3,0xC21A,0x37E5,0x6A22,0x9B7B,0x95F5,0x7F06,0x0F95,0x4F6C,0x6A3D,0x09E3,0x1EC4,0x0561,0x8CCC,0xCCFC,0x4496,0x1BEA,0x81DE,0x63F8,0x1399,0x667B,0xFEB3,0xCEE9,0x462E,0x7FA8,0x4E77,0x2302,0x6E4C,0xB778,0xC87C,0xC281
00:10:46,34.945,2,8010,RT->AB,B,DBC0 04-T-64-76,DBC0 04-T-64-76-->,700,0,32,0x84D3,0x2FEA,0xE189,0xFD85,0x4CF5,0x731C,0x6283,0x7E7E,0xF857,0x7950,0xF563,0xC71C,0x820E,0x3FFB,0xA888,0x2787,0x82F1,0xFAF3,0x9E41,0xD9D8,0x857E,0x4016,0x0B2B,0x468F,0xCDC8,0x252E,0x4A90,0x2209,0xBC66,0xEEE6,0xD6A6,0xDE04
00:11:20,28.161,1,8000,BC->RT,D,4BC0 09-T-61-46,4BC0 09-T-61-46-->,700,0,32,0xA546,0x921B,0x31CE,0x4C81,0x40BB,0x2565,0x8BEF,0x0EA4,0xF126,0x26B1,0xCA4F,0x8FA8,0xF3C3,0x316D,0x20D7,0xCDF4,0x8D65,0xF162,0xF557,0x3C14,0xB7F5,0xBB09,0x7D4B,0x5309,0xC122,0x5D8D,0x4309,0xAAAD,0xE00A,0x6220,0x29D9,0x0736
00:11:48,60.246,3,8010,BC->RT,D,EBC0 02-T-52-28,EBC0 02-T-52-28-->,500,0,32,0xFD5A,0x6AF8,0xF4BD,0x5FCA,0x1685,0xAD29,0xFEC6,0xA990,0xC3C0,0x8A15,0x23C9,0xEAA0,0xD817,0x14F7,0xF774,0xCCC8,0x5172,0x9A37,0x514F,0xD442,0xD21F,0xE8BC,0xA8D6,0xFA92,0xC306,0x762C,0x19D1,0x6E62,0x6F49,0x3690,0xC650,0xBB93
00:12:48,74.047,3,8000,BC->RT,A,6BC0 02-T-18-92,6BC0 02-T-18-92-->,400,0,32,0xF453,0x29E1,0x30F3,0xBBBF,0xBE4C,0x9EE5,0x7CEE,0x0667,0x5EE8,0x2AC0,0xB153,0x0D2F,0x29BF,0x114B,0xB723,0xD3AD,0x7B3A,0xC37D,0x01C2,0x0613,0x8489,0x45B1,0x1166,0xEFD0,0x9FAE,0xD899,0x3054,0x1304,0x3E11,0x19A9,0x17D0,0xE206
00:14:02,74.886,3,8000,RT->AB,B,DBC0 05-T-52-53,DBC0 05-T-52-53-->,200,0,32,0x2103,0xD717,0xE2F4,0xCD39,0x957B,0x808F,0x7554,0xE67E,0x1311,0xA6F8,0xD786,0x38B9,0x24A2,0x5587,0x6249,0xDE24,0xF0F9,0x2894,0xDAC1,0x75EC,0x7C1D,0x905C,0x1255,0x1BAC,0x13E9,0xFC29,0xBF6C,0x95B1,0x0CEC,0x442B,0x9670,0x174A
00:15:16,19.522,2,8010,RT->AB,B,4BC0 01-T-50-24,4BC0 01-T-50-24-->,700,0,32,0x9497,0x63D6,0xD425,0x4DC7,0xC47C,0xDCEE,0xB984,0xADEF,0xD186,0xC1BC,0x9CB6,0x92DE,0x63F8,0x0BBB,0xE56E,0x422E,0x67A0,0xCDFF,0x0DAC,0x27E3,0xD8BE,0xC47F,0x61A0,0xBD09,0xBF46,0x1D6E,0x6A54,0xA097,0xB5A9,0xD4F4,0xC540,0x9195
00:15:35,38.853,3,8010,RT->AB,B,7BC0 03-T-59-59,7BC0 03-T-59-59-->,300,0,32,0xCDFF,0xDA0B,0x9504,0x5165,0xB87D,0x786F,0x22C9,0xC041,0x8FD6,0x994A,0xCE09,0xF511,0xCE0E,0x04CE,0xBA87,0xDAEF,0xAF52,0x36D5,0x83C6,0x5E3A,0x75CA,0x30BE,0x2006,0xBBE3,0x602B,0x17B7,0x6C08,0x14A7,0x65A3,0x28B2,0x0099,0x478B
00:16:13,32.605,1,8001,RT->AB,A,3BC0 10-T-82-92,3BC0 10-T-82-92-->,200,0,32,0x2FDC,0x029C,0xCAD2,0x7B10,0xBA81,0x4396,0x5B5D,0x87E9,0xFFD9,0xD80B,0x9453,0x8C8A,0xE9C7,0xD7E8,0xABA1,0xF644,0x82F1,0x2273,0x5842,0x5D6E,0x220A,0xF663,0x0088,0xAF1E,0xACA4,0x9669,0x806B,0xFCF8,0x7E5A,0xAE69,0x9675,0x45D7
00:16:45,82.042,2,8000,RT->AB,D,8BC0 01-T-48-46,8BC0 01-T-48-46-->,200,0,32,0xE3A9,0x5F54,0x22F1,0x93B8,0xF872,0xE9EE,0x8BBE,0x543F,0x031D,0x6300,0xADCF,0x6AD7,0xB50E,0xAB71,0x5693,0xC226,0xEBDC,0x0F9A,0xC41D,0x4528,0x3885,0xFE54,0x9807,0xA073,0x1F9C,0xC911,0xC628,0x9271,0x6F3F,0x24A8,0x7672,0x02CA
00:18:07,63.317,2,8000,RT->BA,B,9BC0 07-T-40-65,9BC0 07-T-40-65-->,600,0,32,0xB414,0x3B68,0x5454,0x3D7C,0xC667,0x5AE7,0x7341,0x33BF,0x4FA7,0xB23A,0x42BF,0xC79C,0x0EFC,0xAE91,0x3824,0x3F30,0xC84C,0x3485,0x4DC9,0xAC67,0x8D00,0xE40C,0x258C,0xB16C,0x27BD,0xF54C,0xD651,0x7306,0x8BF2,0x8C5C,0x0286,0xA5F3
00:19:10,60.256,2,8000,RT->BC,B,9BC0 02-T-10-32,9BC0 02-T-10-32-->,100,0,32,0xD4C8,0x9124,0xF538,0xB18B,0x1ECA,0xBF57,0xE512,0x43F4,0xFD3E,0xE4CE,0x8B13,0x2E1C,0xD20D,0x2EB3,0x353E,0x3325,0xFFB9,0x1235,0x1267,0x07C8,0x2F06,0xCA7D,0xF773,0x6249,0x4BAF,0x24E8,0x9471,0xE69A,0x8C4D,0x623D,0x7C4E,0x8320
00:20:10,13.25,2,8001,BC->RT,B,4BC0 08-T-79-73,4BC0 08-T-79-73-->,200,0,32,0x646D,0x430E,0xF7A5,0x4642,0xFCB2,0xC218,0x82BB,0xDE42,0x8CEC,0x2C57,0x016E,0x6461,0xECDC,0xAD22,0x0917,0x0F15,0x1497,0xE700,0x028C,0xD8BD,0xAB83,0x7FD5,0xDEE7,0x52E7,0xB881,0x23AF,0xEFC9,0x1F8A,0xEE23,0xCB97,0xFFFA,0x5542
00:20:23,61.179,1,8001,RT->AB,D,6BC0 04-T-67-53,6BC0 04-T-67-53-->,100,0,32,0x6B3D,0xA145,0xD1E8,0xEB16,0x4804,0xD8C4,0xD1DD,0xAFE4,0x5DBC,0xD613,0x71AE,0x5BEA,0xA6F8,0x5934,0x23FB,0xAB47,0xDA01,0xA51C,0xBD65,0xBA91,0xE70F,0xE500,0xE5A0,0xE2A6,0x822F,0x2419,0x2460,0xFC92,0xB10F,0xFFD3,0x027E,0x8007
00:21:24,37.064,1,8010,RT->BC,A,2BC0 09-T-80-43,2BC0 09-T-80-43-->,600,0,32,0xEE52,0x4589,0xFC4D,0xC935,0x96AD,0x08A2,0xBE56,0x586C,0x3F7D,0xB982,0xC03E,0x86D2,0x9274,0xC992,0x0425,0xF3B9,0x403C,0xB466,0xDD19,0xCD10,0x4DA7,0xDDDE,0xE837,0x3B91,0xBD8D,0x4A92,0x2E57,0xE5BB,0xCA9C,0x43A6,0x586E,0x4BB4
00:22:01,74.823,2,8000,RT->AB,A,5BC0 03-T-82-59,5BC0 03-T-82-59-->,800,0,32,0xA98B,0x499B,0x98DF,0x65F9,0xC157,0x6B5F,0xD9D9,0xBBEC,0xB976,0xF73D,0xD1AE,0x4A0C,0xF0D2,0x67A3,0x8663,0x2E98,0x3D7C,0x0D70,0x92E9,0x3C6C,0xFD15,0x3509,0xDC30,0x14F9,0xCBBD,0xBDF5,0xD783,0x706D,0xE655,0x29BA,0xC399,0xD743
00:23:15,81.42,2,8000,RT->AB,C,9BC0 01-T-13-22,9BC0 01-T-13-22-->,800,0,32,0xFFF1,0xF622,0xC583,0x72FE,0x5318,0xEC84,0xCBEB,0x61E2,0x4C16,0x65B9,0xC4AF,0x68CE,0xED52,0x0B2E,0xD320,0x67BB,0x9B98,0xAE3E,0x5848,0xB222,0x76C9,0xA475,0x9769,0xE9D9,0xA0D4,0xF1BF,0x1617,0x870B,0x0648,0x88D2,0x84E3,0xA8D9
00:24:36,80.363,2,8001,BC->RT,A,EBC0 02-T-81-30,EBC0 02-T-81-30-->,800,0,32,0x2E13,0x8080,0x5153,0x7BA7,0xBF41,0xDE11,0x2AA5,0x6308,0x4B33,0x523F,0x508B,0xDEAB,0x10FA,0x89C2,0x1A9A,0x30AA,0xEDE7,0xD509,0xA10E,0x81C2,0xAF1D,0x044A,0x2736,0xEDFC,0x050E,0xF2AE,0x7C06,0x807B,0x346B,0x66C9,0x76FC,0x58A7
00:25:56,58.107,1,8000,RT->BA,A,9BC0 07-T-69-51,9BC0 07-T-69-51-->,100,0,32,0xCFB4,0x7618,0x1902,0xB5D3,0xED00,0x37D5,0x9C51,0xC9CD,0x539C,0x92DD,0x8702,0x899A,0xCEF7,0x3930,0xEC9D,0x6C87,0x7276,0xFC5B,0xD648,0x1186,0x7810,0xC935,0x29D1,0xDC30,0x91BC,0xFB6D,0x1314,0x5697,0xFA60,0x76F1,0xE2BB,0x5C9E
00:26:54,53.532,2,8001,BC->RT,C,ABC0 09-T-12-16,ABC0 09-T-12-16-->,200,0,32,0x8AB6,0x7B94,0x736E,0x06F9,0x37AD,0x52C7,0xB7E7,0xAEB5,0x4109,0x5E89,0x0ACD,0x8406,0x0176,0x4098,0xDAC0,0x9DDA,0xEB18,0xAF14,0x4EE5,0xC366,0x3C3A,0xA0A4,0xAE7B,0x838D,0xFBDA,0xACBE,0x4069,0x0EF7,0x3D35,0xF57A,0xC006,0x16F9
00:27:47,35.821,2,8001,RT->BC,C,0BC0 06-T-94-91,0BC0 06-T-94-91-->,500,0,32,0xE0BC,0x8E7C,0xE7DD,0x1685,0xE28C,0xFE2A,0x8C01,0x6E87,0x4164,0x3303,0x0B4D,0x2306,0x7A92,0x3FC5,0xD09D,0x480F,0x2017,0x85ED,0xF5D9,0xD791,0x8331,0x13D3,0x754A,0x8394,0xD871,0x46D8,0x0212,0x1F97,0x97DD,0x9858,0x3CA9,0x4EBE
00:28:22,17.445,2,8000,RT->AB,D,DBC0 04-T-21-96,DBC0 04-T-21-96-->,400,0,32,0xD999,0x51D8,0x0639,0x150A,0xA3A1,0xF5FF,0x302F,0xAA45,0xD7AA,0x5475,0xD9CB,0x68F5,0xD257,0xA014,0x61B6,0xED39,0xC9D2,0xF75A,0x1C1B,0x1770,0x83F2,0x008A,0xDDEF,0xF91F,0x0BCA,0x7BEE,0x1E0A,0xE8C5,0x05D0,0x0456,0xD47A,0x36EE
00:28:39,80.756,2,8010,RT->AB,C,4BC0 06-T-71-95,4BC0 06-T-71-95-->,500,0,32,0xC5B0,0x8C72,0x7508,0x690A,0xCB45,0xEA12,0x5759,0x0285,0xF556,0xA3E6,0x36E0,0xE154,0xA6AD,0xB9DE,0x5FE3,0xD2A8,0xD2C6,0x7525,0x42A2,0xB21B,0x669C,0x39A4,0xB80E,0xFD2C,0xE54F,0xCD0A,0xAABF,0x66AE,0x5D11,0x3725,0xD9D9,0x0FCF
00:29:59,25.5,2,8000,BC->RT,C,0BC0 07-T-75-45,0BC0 07-T-75-45-->,100,0,32,0x58CA,0x5547,0x1A3E,0xF3EA,0x88F7,0x774D,0xE592,0x0522,0x763E,0x88E0,0x3EE9,0x3C3E,0x33C7,0x2579,0xE252,0x4213,0x226D,0xD787,0x654B,0x71FC,0x3F44,0x13F8,0x274F,0xC563,0x6E4A,0x3FA6,0xE730,0x622C,0xBE8F,0xEC61,0x14E9,0x20EA
00:30:24,84.595,3,8010,RT->AB,A,EBC0 02-T-16-71,EBC0 02-T-16-71-->,900,0,32,0x1B9A,0x95F4,0x821A,0xB9F6,0xE8C0,0x3B3A,0xA6C7,0x5987,0x2AC1,0xF2A3,0xF1F7,0x0150,0xD381,0x5C85,0xC541,0x658B,0x06DE,0xE101,0xFE31,0xD499,0xEC1F,0x493C,0x2E53,0x914E,0x418C,0xEA0B,0x3F33,0x0AA5,0x8824,0xBA21,0xF427,0x6ACD
00:31:48,43.972,3,8010,RT->BC,B,2BC0 05-T-45-66,2BC0 05-T-45-66-->,400,0,32,0xF18F,0xDBC8,0x2C46,0xAE39,0xF738,0x9421,0xC245,0x61BF,0x8062,0x7797,0xFBAD,0xE44A,0x81A1,0x9648,0x98BF,0x275C,0x62EB,0x71C2,0x5ECB,0x6709,0xDECB,0x88AB,0x5A44,0x91A2,0xF30B,0xF6FF,0x1001,0x10D9,0x4637,0x2A7D,0x01EC,0xCC39
00:32:31,77.512,2,8000,RT->BA,D,CBC0 06-T-17-81,CBC0 06-T-17-81-->,600,0,32,0xFD65,0x55C8,0x999F,0xCE47,0x7493,0x5B72,0x2ACA,0xFC6D,0xBB7D,0xB46B,0x2F87,0x98A5,0x23E5,0x3AAA,0x4827,0xC81A,0x03DB,0xD2BB,0xF33A,0xD699,0xB079,0x0232,0x533A,0xFF6E,0x275A,0xB598,0x707A,0x6C7A,0x3F49,0x8F53,0x603D,0xD6AB
00:33:48,55.223,1,8001,RT->BC,A,1BC0 10-T-35-13,1BC0 10-T-35-13-->,500,0,32,0x27E2,0xD0A8,0x9957,0xA21B,0xDCA6,0xD459,0x9A29,0x899F,0xEEFD,0x2021,0xDF86,0xB05C,0x06B6,0x2A75,0xC73F,0x5F95,0x52F3,0x4A39,0x93F4,0x7687,0xF392,0x3007,0xF957,0xA54F,0x1385,0x14B9,0xBACC,0xF206,0x6A3B,0x1968,0x473D,0x3A80
00:34:43,79.593,2,8001,RT->BA,B,9BC0 09-T-16-23,9BC0 09-T-16-23-->,200,0,32,0x4514,0xF663,0x8266,0xAABA,0x7CE3,0x15DE,0x548F,0xE6FB,0x55E0,0xEEF8,0x5C10,0xF668,0x8D62,0x3768,0xAE9B,0xEA4E,0x1CC4,0xD3C4,0xA02E,0x6DF6,0xD465,0x096A,0x4D9B,0x25A6,0x5AC9,0x363D,0x505C,0x7856,0xFD3D,0xD4E8,0x2B17,0xB5BF
00:36:02,74.199,2,8010,RT->BC,B,6BC0 08-T-86-45,6BC0 08-T-86-45-->,500,0,32,0x287E,0x522A,0x6E5F,0x5C7E,0x0210,0x30D4,0xD3F8,0xEAA5,0xBFAD,0xCC68,0xBB7D,0x6318,0x5C7C,0xE3C7,0xB7F7,0xD3C9,0x594D,0x1CBA,0x52EE,0xEF0F,0xB663,0x42AC,0xB522,0x8BA6,0x1DE8,0xB721,0x15CB,0x4785,0xB0A3,0xCB9C,0x77D8,0xEE63
00:37:16,73.322,2,8001,RT->BC,D,BBC0 04-T-26-29,BBC0 04-T-26-29-->,300,0,32,0x7598,0x782D,0xD9FB,0xFA6A,0x5E59,0xEB3F,0xB2AD,0x60EE,0xFC7E,0x425C,0x1F98,0x4732,0xFF82,0xB98D,0xC3DC,0xD1C7,0xA7C7,0xAD25,0x9471,0x053A,0x3E38,0x94AB,0x6340,0xEC5C,0x2527,0xC267,0xA959,0xB4C6,0xF549,0x4E59,0x9224,0x1C34
00:38:29,39.801,1,8001,BC->RT,B,2BC0 07-T-58-46,2BC0 07-T-58-46-->,500,0,32,0x8B2A,0x2227,0xB3CD,0x559F,0x0B48,0x1900,0xAFE9,0xF28A,0xC1BD,0x4913,0xD591,0x0F0D,0x4FBA,0xF7EF,0xF52B,0x02FA,0x5383,0x6293,0x639A,0x5D6F,0xF989,0xC6AE,0x11E1,0x69F8,0xF0B1,0x4D9E,0x3A23,0x6F82,0x0448,0xB1A1,0xEB7B,0x7DF7
00:39:08,32.74,2,8000,BC->RT,D,2BC0 03-T-81-63,2BC0 03-T-81-63-->,300,0,32,0x6B12,0xD726,0x1959,0xB412,0xE9B4,0xA519,0x8C36,0x07A3,0x2910,0xD3C2,0xD611,0xA043,0x1379,0x40CC,0x80CD,0xA5A5,0x2AF7,0x7D46,0x6FDA,0xA1A1,0x7960,0x625F,0xA85A,0x3B57,0x7558,0x76D6,0xC749,0xD10B,0x6EA3,0xB30B,0x3714,0xF60B
00:39:40,20.093,2,8010,BC->RT,C,FBC0 07-T-96-13,FBC0 07-T-96-13-->,0,0,32,0x5997,0x91B1,0x319E,0x9E87,0x154C,0xA594,0x6D9B,0xDE09,0x4BB1,0xA588,0x6E54,0x0298,0x5D35,0x1414,0x498D,0x3CD6,0xD9CB,0x605E,0x5F3D,0xC6B5,0x2C13,0x898A,0xF0F4,0xE450,0xC86E,0x2AF2,0x0BC4,0x906E,0x24E8,0x9042,0x42E3,0x8CB2
00:40:00,14.115,2,8000,RT->BA,C,9BC0 05-T-86-74,9BC0 05-T-86-74-->,900,0,32,0x568E,0x4995,0x845C,0x1408,0x2919,0x0A6E,0x51D6,0x4EA9,0xCF60,0xD95E,0xFA6A,0x6C34,0xB276,0xB444,0x2F8A,0x0BC8,0x15D2,0x9066,0x6B3F,0x500D,0xAD8C,0xF3A8,0x6060,0x3152,0x8A0C,0xA9EF,0x30F8,0x87AD,0xBACA,0x6218,0xF421,0x0BD0
00:40:14,50.96,2,8010,RT->AB,B,4BC0 05-T-12-42,4BC0 05-T-12-42-->,0,0,32,0x37CA,0xC230,0xD61C,0xFE44,0xC79F,0x0770,0x53BD,0x4775,0xB5A7,0x1238,0xDD6B,0x84AF,0xF778,0xD780,0x1A4B,0x1F7B,0x461E,0x4B60,0x20A9,0x8B86,0x43E8,0x1287,0xE004,0xE894,0x7E6D,0x3DBC,0x2307,0xA47C,0xCE15,0x27B9,0x3637,0xED93
00:41:04,12.027,3,8010,RT->BA,B,DBC0 06-T-38-54,DBC0 06-T-38-54-->,100,0,32,0x5C96,0xA1F5,0x367A,0x290F,0xA1A6,0xF79F,0x2C4F,0x72FD,0x66FE,0xAB68,0xF799,0x8812,0x1032,0xA098,0x2DB8,0x54CB,0xFA32,0x6861,0x2276,0xA77B,0xD0EA,0xDF5C,0x2CC1,0x64E9,0x7849,0x2668,0x5295,0x01BB,0x7E63,0xE743,0x01E0,0x94C6
00:41:16,22.422,2,8000,RT->BA,C,8BC0 10-T-29-84,8BC0 10-T-29-84-->,200,0,32,0xD4A7,0x49DF,0xA20A,0x47A3,0xE294,0x86C2,0x1667,0x1E94,0x2435,0xAC15,0x645F,0x9DAD,0x3945,0xAF09,0x94EB,0x1C89,0xA907,0xA7B0,0xB8C6,0xB72C,0x111F,0xB481,0x1509,0xFD95,0xB3B2,0xC777,0x57CE,0x3869,0x7776,0xA51E,0x76B5,0x7A50
00:41:38,85.738,2,8001,RT->BA,B,DBC0 08-T-17-89,DBC0 08-T-17-89-->,200,0,32,0xD33A,0xF73D,0xC616,0x6020,0x6501,0xBD85,0xB335,0x1D34,0x86E4,0xA590,0x0BA2,0xC1B1,0xA6A2,0x5EFE,0xD00A,0xF8F1,0x6926,0xE3F2,0x6750,0x41BA,0xD059,0x35E4,0x79FB,0x5A9B,0x68B1,0x76D6,0x6748,0x6A8C,0x0D1F,0x136B,0x4227,0x32CF
